Iteration: 10000; Percent complete: 0.5%; Average loss: 4.4594; Perplexity: 86.43
Iteration: 2; Percent complete: 0.0%; Average loss: 1.8334; Perplexity: 6.26
Iteration: 1; Percent complete: 0.0%; Average loss: 8.6369; Perplexity: 5636.09
Iteration: 2; Percent complete: 0.0%; Average loss: inf; Perplexity: inf
Iteration: 1; Percent complete: 0.0%; Average loss: 8.4636; Perplexity: 4739.08
Iteration: 1; Percent complete: 0.0%; Average loss: 8.5654; Perplexity: 5247.17
Iteration: 2; Percent complete: 0.0%; Average loss: inf; Perplexity: inf
Iteration: 1; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 2; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 1; Percent complete: 0.0%; Average loss: 8.5737; Perplexity: 5290.89
Iteration: 2; Percent complete: 0.0%; Average loss: 7.8671; Perplexity: 2609.86
Iteration: 3; Percent complete: 0.0%; Average loss: 94.0956; Perplexity: 73313722395812964928723007500457493921792.00
Iteration: 4; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 5; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 6; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 1; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 1; Percent complete: 0.0%; Average loss: 8.5692; Perplexity: 5267.11
Iteration: 2; Percent complete: 0.0%; Average loss: inf; Perplexity: inf
Iteration: 1; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 2; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 1; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 2; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 3; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 4; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 5; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 6; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 7; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 8; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 1; Percent complete: 0.0%; Average loss: 10.6913; Perplexity: 43970.01
Iteration: 2; Percent complete: 0.0%; Average loss: 9.9296; Perplexity: 20528.99
Iteration: 3; Percent complete: 0.0%; Average loss: 6.6248; Perplexity: 753.53
Iteration: 4; Percent complete: 0.0%; Average loss: 5.1903; Perplexity: 179.53
Iteration: 5; Percent complete: 0.0%; Average loss: 5.0895; Perplexity: 162.31
Iteration: 6; Percent complete: 0.0%; Average loss: 4.9343; Perplexity: 138.98
Iteration: 1; Percent complete: 0.0%; Average loss: 8.8102; Perplexity: 6702.50
Iteration: 2; Percent complete: 0.0%; Average loss: 7.5626; Perplexity: 1924.90
Iteration: 3; Percent complete: 0.0%; Average loss: 5.5002; Perplexity: 244.75
Iteration: 4; Percent complete: 0.0%; Average loss: 5.1301; Perplexity: 169.03
Iteration: 1; Percent complete: 0.0%; Average loss: 8.8248; Perplexity: 6801.07
Iteration: 2; Percent complete: 0.0%; Average loss: 7.6406; Perplexity: 2080.97
Iteration: 3; Percent complete: 0.0%; Average loss: 5.7683; Perplexity: 319.98
Iteration: 1; Percent complete: 0.0%; Average loss: 8.7961; Perplexity: 6608.57
Iteration: 2; Percent complete: 0.0%; Average loss: 7.5243; Perplexity: 1852.47
Iteration: 3; Percent complete: 0.0%; Average loss: 5.5781; Perplexity: 264.58
Iteration: 4; Percent complete: 0.0%; Average loss: 5.1472; Perplexity: 171.96
Iteration: 5; Percent complete: 0.0%; Average loss: 5.2208; Perplexity: 185.09
Iteration: 6; Percent complete: 0.0%; Average loss: 5.2207; Perplexity: 185.07
Iteration: 7; Percent complete: 0.0%; Average loss: 4.9244; Perplexity: 137.61
Iteration: 1; Percent complete: 0.0%; Average loss: 8.8322; Perplexity: 6851.03
Iteration: 2; Percent complete: 0.0%; Average loss: 7.5411; Perplexity: 1883.82
Iteration: 3; Percent complete: 0.0%; Average loss: 5.9793; Perplexity: 395.15
Iteration: 4; Percent complete: 0.0%; Average loss: 5.5077; Perplexity: 246.58
Iteration: 5; Percent complete: 0.0%; Average loss: 5.2097; Perplexity: 183.04
Iteration: 6; Percent complete: 0.0%; Average loss: 5.1675; Perplexity: 175.48
Iteration: 7; Percent complete: 0.0%; Average loss: 4.9418; Perplexity: 140.02
Iteration: 8; Percent complete: 0.0%; Average loss: 4.6657; Perplexity: 106.24
Iteration: 9; Percent complete: 0.0%; Average loss: 4.5393; Perplexity: 93.63
Iteration: 10; Percent complete: 0.0%; Average loss: inf; Perplexity: inf
Iteration: 11; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 1; Percent complete: 0.0%; Average loss: 8.8107; Perplexity: 6705.54
Iteration: 2; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 3; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 4; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 5; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 1; Percent complete: 0.0%; Average loss: 8.7786; Perplexity: 6493.85
Iteration: 2; Percent complete: 0.0%; Average loss: 8.2155; Perplexity: 3697.82
Iteration: 3; Percent complete: 0.0%; Average loss: 7.8681; Perplexity: 2612.63
Iteration: 4; Percent complete: 0.0%; Average loss: 7.5857; Perplexity: 1969.84
Iteration: 5; Percent complete: 0.0%; Average loss: 7.1476; Perplexity: 1270.99
Iteration: 6; Percent complete: 0.0%; Average loss: 6.7065; Perplexity: 817.66
Iteration: 7; Percent complete: 0.0%; Average loss: 6.3218; Perplexity: 556.57
Iteration: 8; Percent complete: 0.0%; Average loss: 5.9591; Perplexity: 387.27
Iteration: 9; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 10; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 1; Percent complete: 0.0%; Average loss: 8.8002; Perplexity: 6635.61
Iteration: 2; Percent complete: 0.0%; Average loss: 8.2380; Perplexity: 3781.78
Iteration: 3; Percent complete: 0.0%; Average loss: 7.9427; Perplexity: 2814.87
Iteration: 4; Percent complete: 0.0%; Average loss: 7.6624; Perplexity: 2126.79
Iteration: 5; Percent complete: 0.0%; Average loss: 7.3188; Perplexity: 1508.33
Iteration: 6; Percent complete: 0.0%; Average loss: 6.8236; Perplexity: 919.26
Iteration: 7; Percent complete: 0.0%; Average loss: 6.4261; Perplexity: 617.75
Iteration: 8; Percent complete: 0.0%; Average loss: 6.0613; Perplexity: 428.94
Iteration: 9; Percent complete: 0.0%; Average loss: 5.7904; Perplexity: 327.14
Iteration: 10; Percent complete: 0.0%; Average loss: 5.5824; Perplexity: 265.71
Iteration: 11; Percent complete: 0.0%; Average loss: 5.3903; Perplexity: 219.28
Iteration: 12; Percent complete: 0.0%; Average loss: 5.2322; Perplexity: 187.21
Iteration: 13; Percent complete: 0.0%; Average loss: 5.0918; Perplexity: 162.68
Iteration: 14; Percent complete: 0.0%; Average loss: 4.9934; Perplexity: 147.44
Iteration: 15; Percent complete: 0.0%; Average loss: 4.9110; Perplexity: 135.77
Iteration: 16; Percent complete: 0.0%; Average loss: 4.8493; Perplexity: 127.66
Iteration: 17; Percent complete: 0.0%; Average loss: 4.8167; Perplexity: 123.56
Iteration: 18; Percent complete: 0.0%; Average loss: 4.7623; Perplexity: 117.01
Iteration: 19; Percent complete: 0.0%; Average loss: 4.7428; Perplexity: 114.75
Iteration: 20; Percent complete: 0.0%; Average loss: 4.6962; Perplexity: 109.53
Iteration: 21; Percent complete: 0.0%; Average loss: 4.6789; Perplexity: 107.66
Iteration: 22; Percent complete: 0.0%; Average loss: 4.6362; Perplexity: 103.15
Iteration: 23; Percent complete: 0.0%; Average loss: 4.6034; Perplexity: 99.82
Iteration: 24; Percent complete: 0.0%; Average loss: 4.5888; Perplexity: 98.38
Iteration: 25; Percent complete: 0.0%; Average loss: 4.5514; Perplexity: 94.77
Iteration: 26; Percent complete: 0.0%; Average loss: 4.5527; Perplexity: 94.89
Iteration: 27; Percent complete: 0.0%; Average loss: 4.5064; Perplexity: 90.59
Iteration: 28; Percent complete: 0.0%; Average loss: 4.4928; Perplexity: 89.37
Iteration: 29; Percent complete: 0.0%; Average loss: 4.4471; Perplexity: 85.38
Iteration: 30; Percent complete: 0.0%; Average loss: 4.4336; Perplexity: 84.23
Iteration: 31; Percent complete: 0.0%; Average loss: 4.3803; Perplexity: 79.86
Iteration: 32; Percent complete: 0.0%; Average loss: 4.3633; Perplexity: 78.52
Iteration: 33; Percent complete: 0.0%; Average loss: 4.3106; Perplexity: 74.48
Iteration: 34; Percent complete: 0.0%; Average loss: 4.2894; Perplexity: 72.92
Iteration: 35; Percent complete: 0.0%; Average loss: 4.2386; Perplexity: 69.31
Iteration: 36; Percent complete: 0.0%; Average loss: 4.2092; Perplexity: 67.30
Iteration: 37; Percent complete: 0.0%; Average loss: 4.1685; Perplexity: 64.62
Iteration: 38; Percent complete: 0.0%; Average loss: 4.1317; Perplexity: 62.28
Iteration: 39; Percent complete: 0.0%; Average loss: 4.0882; Perplexity: 59.63
Iteration: 40; Percent complete: 0.0%; Average loss: 4.0501; Perplexity: 57.41
Iteration: 41; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 1; Percent complete: 0.0%; Average loss: 10.7017; Perplexity: 44430.25
Iteration: 2; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 3; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 4; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 1; Percent complete: 0.0%; Average loss: 10.6989; Perplexity: 44308.09
Iteration: 2; Percent complete: 0.0%; Average loss: 10.5470; Perplexity: 38062.49
Iteration: 3; Percent complete: 0.0%; Average loss: 10.3880; Perplexity: 32468.00
Iteration: 4; Percent complete: 0.0%; Average loss: 10.0181; Perplexity: 22428.05
Iteration: 5; Percent complete: 0.0%; Average loss: 9.4576; Perplexity: 12805.35
Iteration: 6; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 1; Percent complete: 0.0%; Average loss: 10.7036; Perplexity: 44516.58
Iteration: 2; Percent complete: 0.0%; Average loss: 10.5896; Perplexity: 39720.03
Iteration: 3; Percent complete: 0.0%; Average loss: 10.4565; Perplexity: 34770.41
Iteration: 4; Percent complete: 0.0%; Average loss: 10.0912; Perplexity: 24129.86
Iteration: 5; Percent complete: 0.0%; Average loss: 9.4135; Perplexity: 12252.42
Iteration: 6; Percent complete: 0.0%; Average loss: 8.8525; Perplexity: 6992.09
Iteration: 7; Percent complete: 0.0%; Average loss: 8.2856; Perplexity: 3966.18
Iteration: 8; Percent complete: 0.0%; Average loss: 7.7429; Perplexity: 2305.23
Iteration: 9; Percent complete: 0.0%; Average loss: 7.2632; Perplexity: 1426.85
Iteration: 10; Percent complete: 0.0%; Average loss: 6.8578; Perplexity: 951.24
Iteration: 11; Percent complete: 0.0%; Average loss: 6.5173; Perplexity: 676.75
Iteration: 12; Percent complete: 0.0%; Average loss: 6.2163; Perplexity: 500.85
Iteration: 13; Percent complete: 0.0%; Average loss: 5.9560; Perplexity: 386.08
Iteration: 14; Percent complete: 0.0%; Average loss: 5.7138; Perplexity: 303.01
Iteration: 15; Percent complete: 0.0%; Average loss: 5.5047; Perplexity: 245.86
Iteration: 16; Percent complete: 0.0%; Average loss: 5.3205; Perplexity: 204.48
Iteration: 17; Percent complete: 0.0%; Average loss: 5.1708; Perplexity: 176.06
Iteration: 18; Percent complete: 0.0%; Average loss: 5.0572; Perplexity: 157.15
Iteration: 19; Percent complete: 0.0%; Average loss: 4.9685; Perplexity: 143.81
Iteration: 20; Percent complete: 0.0%; Average loss: 4.9010; Perplexity: 134.43
Iteration: 21; Percent complete: 0.0%; Average loss: 4.8575; Perplexity: 128.71
Iteration: 22; Percent complete: 0.0%; Average loss: 4.8254; Perplexity: 124.63
Iteration: 23; Percent complete: 0.0%; Average loss: 4.8068; Perplexity: 122.34
Iteration: 1; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 2; Percent complete: 0.0%; Average loss: nan; Perplexity: nan
Iteration: 1; Percent complete: 0.0%; Average loss: 9.9722; Perplexity: 21422.64
Iteration: 2; Percent complete: 0.0%; Average loss: 9.8890; Perplexity: 19712.80
Iteration: 3; Percent complete: 0.0%; Average loss: 9.6020; Perplexity: 14793.99
Iteration: 4; Percent complete: 0.0%; Average loss: 9.2175; Perplexity: 10071.68
Iteration: 5; Percent complete: 0.0%; Average loss: 8.7738; Perplexity: 6462.80
Iteration: 6; Percent complete: 0.0%; Average loss: 8.2854; Perplexity: 3965.72
Iteration: 7; Percent complete: 0.0%; Average loss: 7.7322; Perplexity: 2280.70
Iteration: 8; Percent complete: 0.0%; Average loss: 7.2532; Perplexity: 1412.56
Iteration: 9; Percent complete: 0.0%; Average loss: 6.8242; Perplexity: 919.83
Iteration: 10; Percent complete: 0.0%; Average loss: 6.4896; Perplexity: 658.24
Iteration: 11; Percent complete: 0.0%; Average loss: 6.2121; Perplexity: 498.76
Iteration: 12; Percent complete: 0.0%; Average loss: 5.9470; Perplexity: 382.61
Iteration: 13; Percent complete: 0.0%; Average loss: 5.7357; Perplexity: 309.74
Iteration: 14; Percent complete: 0.0%; Average loss: 5.5190; Perplexity: 249.38
Iteration: 15; Percent complete: 0.0%; Average loss: 5.3507; Perplexity: 210.76
Iteration: 1; Percent complete: 0.0%; Average loss: 9.9617; Perplexity: 21199.83
Iteration: 2; Percent complete: 0.0%; Average loss: 9.8704; Perplexity: 19348.97
Iteration: 3; Percent complete: 0.0%; Average loss: 9.5670; Perplexity: 14286.18
Iteration: 4; Percent complete: 0.0%; Average loss: 9.1769; Perplexity: 9671.07
Iteration: 5; Percent complete: 0.0%; Average loss: 8.6944; Perplexity: 5969.47
Iteration: 6; Percent complete: 0.0%; Average loss: 8.5651; Perplexity: 5245.62
Iteration: 7; Percent complete: 0.0%; Average loss: 7.6170; Perplexity: 2032.48
Iteration: 8; Percent complete: 0.0%; Average loss: 7.1936; Perplexity: 1330.91
Iteration: 9; Percent complete: 0.0%; Average loss: 6.7257; Perplexity: 833.58
Iteration: 10; Percent complete: 0.0%; Average loss: 6.4406; Perplexity: 626.78
Iteration: 11; Percent complete: 0.0%; Average loss: 6.1040; Perplexity: 447.66
Iteration: 12; Percent complete: 0.0%; Average loss: 5.8561; Perplexity: 349.34
Iteration: 13; Percent complete: 0.0%; Average loss: 5.6456; Perplexity: 283.05
Iteration: 14; Percent complete: 0.0%; Average loss: 5.4409; Perplexity: 230.65
Iteration: 15; Percent complete: 0.0%; Average loss: 5.2699; Perplexity: 194.40
Iteration: 16; Percent complete: 0.0%; Average loss: 5.1298; Perplexity: 168.98
Iteration: 17; Percent complete: 0.0%; Average loss: 5.0267; Perplexity: 152.43
Iteration: 18; Percent complete: 0.0%; Average loss: 4.9636; Perplexity: 143.10
Iteration: 19; Percent complete: 0.0%; Average loss: 4.8923; Perplexity: 133.27
Iteration: 20; Percent complete: 0.0%; Average loss: 4.8519; Perplexity: 127.99
